Legal Name,DBA Name,Street,City,State,Zip,Country,Phone No,Fax No,User Count,DealerTrack Id,Lender Dealer Id,Lender Rep Name,Lender Rep Id,Enrollment Date,Agreement Received,Enrollment Phase,Enrollment Update Date,Modified Date,Status,Dept,Alternate Street,Independent,PaymentTrack Id,Equifax Signup Date,Transunion Signup Date,Experian Reseller Signup Date,Experian Direct Signup Date,Cost Center,Loan App Id,Lease App Id,Loan Svc Id,Lease Svc Id,Prime Id,Subprime Id,Subvented Id,Match Change Date,Previous Match Dealerid,Grace Period Status,Agreement Required By Date,Agreement Version,Agreement Signatory,Overall Use 30 Days,Equifax Status,Experian Status,Transunion Status,PaymentTrack Status,eContract Status,Dealer File Override,Override Expiration,Vehicle Type,Created Date,Activated Date,Equifax Use 30 Days,Experian Use 30 Days,Transunion Use 30 Days,DMS Use 30 Day,DMS Status,BookOut Kelley Status,BookOut Kelley 30 Day Activity,BookOut NADA Status,BookOut NADA 30 Day Activity,BookOut Black Status,BookOut Black 30 Day Activity,SalesDesk Status,SalesDesk 30 Day Activity,BookOut Pro Status,BookOut Pro 30 Day Activity,EFTFAX,eMenu Status,eMenu Version,eMenu 30 Day Activity,Independent Preference,Independent Status,Independent 30 Day Activity,Notes,uniFI Indicator
"Mastria Nissan","Mastria Nissan - Darwin","1305 New State Highway","Raynham","MA","02767","USA","8888489040","","26","726557","5708","","","04/13/05 18:07:57","04/13/05 18:20:11","Access Agreement Received","02/17/06","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","09/11/19 04:40:05","507970","*","*","*","*","*","*","*","*","*","*","","","Auto","04/06/05 03:40:22","04/06/05 03:40:22","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Street Volkswagen","Street Volkswagen - Darwin","8707 Pilgrim Drive","Amarillo","TX","79119","USA","8063508999","","49","730863","5394","","","09/06/13 10:29:06","09/06/13 11:52:15","Access Agreement Received","10/25/17","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","08/15/19 04:37:47","771889","*","*","*","*","*","*","*","*","*","*","","","Auto","08/02/13 03:11:07","08/02/13 03:11:07","*","*","*","*","I","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Highland Volkswagen","Highland Volkswagen - Darwin","9601 Indianapolis Boulevard","Highland","IN","46322","USA","2192372200","","4","734664","6770","","","09/30/13 16:22:49","09/30/13 16:47:42","Password Issued","11/28/18","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 04:48:50","829024","*","*","*","*","*","*","*","*","*","*","","","Auto","08/16/13 03:11:19","09/26/13 08:00:55","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Herb Chambers Volvo Norwood","Herb Chambers Volvo Norwood - Darwin","1120 Boston Providence Hwy","Norwood","MA","02062","USA","8337590484","","9","735693","1716","","","08/21/13 02:32:20","08/21/13 08:59:29","Access Agreement Received","08/21/13","05/16/20 03:49:26","A","","","","*","*","*","*","*","*","","","","","","","","11/04/19 09:01:27","794333","*","*","*","*","*","*","*","*","*","*","","","Auto","08/20/13 09:42:28","08/20/13 09:42:28","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Mcdonald Volvo","Mcdonald Volvo - Darwin","6040 S Broadway","Littleton","CO","80121","USA","7207305136","","27","737981","4020","","","05/17/06 12:52:07","05/17/06 12:58:52","Access Agreement Received","03/03/16","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","11/19/19 04:38:56","811997","*","*","*","*","*","*","*","*","*","*","","","Auto","05/21/05 03:48:40","05/21/05 03:48:40","*","*","*","*","A","A","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Mastria Subaru","Mastria Subaru - Darwin","1255 New State Highway","Raynham","MA","02767","USA","8888209015","","24","749436","5709","","","07/19/05 16:33:31","07/19/05 16:37:08","Access Agreement Received","08/04/05","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","09/06/19 04:38:53","506093","*","*","*","*","*","*","*","*","*","*","","","Auto","07/15/05 03:39:57","07/15/05 03:39:57","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Bmw Of Bel Air","Bmw Of Bel Air - Darwin","716 Belair Road","Bel Air","MD","21014","USA","4433452712","","15","751678","4821","","","08/04/05 12:53:34","08/04/05 16:13:04","Access Agreement Received","05/21/18","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 08:31:57","143229","*","*","*","*","*","*","*","*","*","*","","","Auto","07/29/05 03:38:49","07/29/05 03:38:49","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Sussman Kia","Sussman Kia - Darwin","1940 Jenkintown Road","Jenkintown","PA","19046","USA","2158849000","","7","752440","4164","","","08/10/05 13:12:40","08/10/05 13:15:56","Access Agreement Received","07/28/11","05/05/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","641604","*","*","*","*","*","*","*","*","*","*","","","Auto","08/04/05 03:44:30","08/04/05 03:44:30","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Reydel Volkswagen Of Linden","Reydel Volkswagen Of Linden - Darwin","401 St Georges Ave","Roselle","NJ","07203","USA","9084863977","","10","753286","7123","","","07/31/19 01:19:01","08/02/19 09:33:34","Access Agreement Received","08/02/19","07/10/20 03:43:44","A","","","","*","*","*","*","*","*","","","","","","","","07/10/20 04:42:54","451888","*","*","*","*","*","*","*","*","*","*","","","Auto","07/19/19 03:44:33","07/19/19 03:44:33","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Garden City Cdjr","Garden City Cdjr - Darwin","283 N Franklin Avenue","Hempstead","NY","11590","USA","5165540707","","25","765155","3642","","","12/28/05 03:08:56","12/28/05 15:14:33","Access Agreement Received","06/20/17","05/24/20 03:50:06","A","","","","*","*","*","*","*","*","","","","","","","","05/26/20 16:44:16","830850","*","*","*","*","*","*","*","*","*","*","","","Auto","09/28/05 03:33:56","09/28/05 03:33:56","*","*","*","*","A","","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Holman Audi Fort Washington","Holman Audi Fort Washington - Darwin","428 Pennsylvania Ave","Fort Washington","PA","19034","USA","8888925114","","22","767876","3406","","","06/03/15 09:19:00","06/29/15 14:45:31","Access Agreement Received","06/29/15","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","09/10/19 12:18:22","495398","*","*","*","*","*","*","*","*","*","*","","","Auto","06/02/15 16:20:58","06/02/15 16:20:58","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Hudson Nissan Of Charleston","Hudson Nissan Of Charleston - Darwin","1714 Savannah Highway","Charleston","SC","29407","USA","8433264581","","95","770374","1688","","","09/02/15 02:18:14","09/03/15 12:21:38","Access Agreement Received","09/03/15","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","01/01/20 04:40:10","895493","*","*","*","*","*","*","*","*","*","*","","","Auto","09/01/15 11:54:30","09/01/15 11:54:30","*","*","*","*","I","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Thomas Team Honda","Thomas Team Honda - Darwin","1920 Bedford Street","Johnstown","PA","15904","USA","8142622140","","11","787977","1951","","","05/23/06 08:58:51","05/23/06 09:07:16","Access Agreement Received","03/18/11","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","01/05/06 03:51:08","01/05/06 03:51:08","*","*","*","*","C","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Bill Kolb Jr. Subaru","Bill Kolb Jr. Subaru - Darwin","252 Rt 303","Orangeburg","NY","10962","USA","8453597777","","10","790108","4589","","","01/09/17 14:52:20","01/09/17 15:33:23","Access Agreement Received","01/09/17","07/01/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","07/01/20 04:48:58","448282","*","*","*","*","*","*","*","*","*","*","","","Auto","01/08/17 03:42:03","01/08/17 03:42:03","*","*","*","*","","","*","A","*","I","*","*","*","*","*","","*","*","*","Y","*","*","",""
"North Coast Subaru","North Coast Subaru - Darwin","105 Glen St","Glen Cove","NY","11542","USA","6318944070","","16","792020","6668","","","10/31/19 02:26:59","10/31/19 15:01:56","Access Agreement Received","10/31/19","05/12/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","04/23/20 04:46:44","634801","*","*","*","*","*","*","*","*","*","*","","","Auto","10/29/19 13:08:34","10/29/19 13:08:34","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Mastria Kia","Mastria Kia - Darwin","1555 New State Highway","Raynham","MA","02767","USA","8773656821","","24","793187","5705","","","01/19/17 11:00:34","01/19/17 16:16:59","Access Agreement Received","01/20/17","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","09/06/19 04:38:53","506091","*","*","*","*","*","*","*","*","*","*","","","Auto","01/18/17 03:46:30","01/18/17 03:46:30","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Herb Chambers Honda Of Westborough","Herb Chambers Honda Of Westborough - Darwin","350 Turnpike Rd Route 9","Westborough","MA","01581","USA","8449132268","","9","794083","1714","","","02/09/06 15:22:00","02/09/06 16:36:08","Access Agreement Received","01/30/08","05/16/20 03:49:26","A","","","","*","*","*","*","*","*","","","","","","","","11/22/19 04:44:20","815894","*","*","*","*","*","*","*","*","*","*","","","Auto","02/03/06 03:43:24","02/03/06 03:43:24","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Matthews Import Center","Matthews Import Center - Darwin","3013 Vestal Parkway","Vestal","NY","13850","USA","6075845354","","15","796058","4271","","","02/14/06 09:47:00","02/14/06 13:07:40","Access Agreement Received","12/11/10","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/11/20 15:27:35","641816","*","*","*","*","*","*","*","*","*","*","","","Auto","02/11/06 03:44:56","02/11/06 03:44:56","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Warren Henry Infiniti","Warren Henry Infiniti - Darwin","2300 Ne 151st St","North Miami","FL","33181","USA","3056529999","","3","810608","2805","","","03/23/07 16:09:45","04/04/07 17:02:48","Access Agreement Received","01/23/15","07/17/20 03:43:36","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 08:54:53","641535","*","*","*","*","*","*","*","*","*","*","","","Auto","04/17/06 15:22:15","04/20/06 08:41:20","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Olathe Subaru","Olathe Subaru - Darwin","505 S Fir St","Olathe","KS","66061","USA","9137800400","","9","822198","5321","","","06/08/06 09:05:26","06/08/06 09:10:43","Access Agreement Received","06/08/06","06/05/20 03:44:44","A","","","","*","*","*","*","*","*","","","","","","","","06/05/20 04:44:40","835239","*","*","*","*","*","*","*","*","*","*","","","Auto","06/08/06 03:55:44","06/08/06 03:55:44","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Volvo Cars Of Huntington","Volvo Cars Of Huntington - Darwin","345 West Jericho Turnpike","Westbury","NY","11743","USA","8884513548","","10","828280","3652","","","11/19/15 08:17:13","11/20/15 15:17:24","Access Agreement Received","11/20/15","05/24/20 03:50:06","A","","","","*","*","*","*","*","*","","","","","","","","05/24/20 04:48:21","830855","*","*","*","*","*","*","*","*","*","*","","","Auto","11/18/15 09:55:17","11/18/15 09:55:17","*","*","*","*","A","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"J Bertolet Vw** Do Not Use","J Bertolet Vw** Do Not Use - Darwin","555 Route 61","Orwigsburg","PA","17961","USA","5703660501","","0","829331","6650","","","","","Not Contacted","","04/23/20 03:49:42","A","","","","*","*","*","*","*","*","","","","","","","","05/21/20 18:00:48","202162","*","*","*","*","*","*","*","*","*","*","","","Auto","05/21/20 18:00:48","05/22/20 03:52:00","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Grubbs Infiniti Ltd","Grubbs Infinti Ltd","1500 W State Highway 114","Grapevine","TX","76051","USA","8173181200","8173594100","0","829988","6202","","","","","Not Contacted","","01/31/20 09:28:20","A","","","","*","*","*","*","*","*","","","","","","","","05/22/20 09:25:21","107394","*","*","*","*","*","*","*","*","*","*","E","Never","Auto","05/22/20 09:25:21","05/23/20 03:51:10","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","","*","*","",""
"Hyundai Of North Charleston","Hyundai Of North Charleston - Darwin","8485 Rivers Ave","North Charleston","SC","29406","USA","8433758040","","64","833212","5001","","","05/10/17 09:04:05","06/02/17 14:16:59","Access Agreement Received","06/02/17","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","09/10/19 13:07:28","495487","*","*","*","*","*","*","*","*","*","*","","","Auto","03/17/17 17:07:37","03/17/17 17:07:37","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Cardinaleway Acura","Cardinaleway Acura - Darwin","7000 W. Sahara Ave","Las Vegas","NV","89117","USA","7027654192","","19","836010","6630","","","02/24/16 15:26:23","03/03/16 16:34:44","Access Agreement Received","03/03/16","04/19/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","04/19/20 04:47:59","631683","*","*","*","*","*","*","*","*","*","*","","","Auto","02/24/16 11:24:23","02/24/16 11:24:23","*","*","*","*","A","A","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Findlay Audi Modesto","Findlay Audi Modesto - Darwin","4151 Mchenry Ave","Modesto","CA","95354","USA","2094586006","","10","836949","4605","","","07/27/18 12:41:10","07/27/18 13:19:23","Access Agreement Received","07/27/18","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","01/27/20 08:07:53","460289","*","*","*","*","*","*","*","*","*","*","","","Auto","07/19/18 12:42:14","07/19/18 12:42:14","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Of Owings Mills","Audi Of Owings Mills - Darwin","9804 Reistertown Rd","Owings Mills","MD","21117","USA","4436321199","","17","844189","4815","","","04/26/16 13:32:34","04/26/16 15:46:44","Access Agreement Received","04/26/16","05/14/20 03:52:12","A","","","","*","*","*","*","*","*","","","","","","","","05/14/20 04:52:38","824953","*","*","*","*","*","*","*","*","*","*","","","Auto","03/17/16 11:56:13","03/17/16 11:56:13","*","*","*","*","I","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Hudson Subaru","Hudson Subaru - Darwin","943 Communipaw Ave","Jersey City","NJ","07304","USA","8884733705","","30","844281","5923","","","09/27/06 13:56:04","09/27/06 14:07:55","Access Agreement Received","09/27/06","07/01/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","05/30/20 04:48:53","833134","*","*","*","*","*","*","*","*","*","*","","","Auto","09/14/06 03:33:35","09/14/06 03:33:35","*","*","*","*","I","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Toms River Volkswagen","Toms River Volkswagen - Darwin","256 Route 37 East","Toms River","NJ","08753","USA","7325751800","","38","854476","5365","","","02/20/15 14:30:13","02/20/15 15:39:31","Access Agreement Received","02/20/15","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","02/18/15 10:44:55","02/18/15 10:44:55","*","*","*","*","I","","*","A","*","I","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Wright Honda","Wright Honda - Darwin","3 Superior Way","Uniontown","PA","15401","USA","7244384868","","8","855165","6589","","","11/19/18 13:26:12","11/19/18 13:32:04","Access Agreement Received","11/19/18","04/15/20 03:49:36","A","","","","*","*","*","*","*","*","","","","","","","","04/15/20 04:47:09","627884","*","*","*","*","*","*","*","*","*","*","","","Auto","10/31/18 11:04:54","10/31/18 11:04:54","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Dan Tobin Chevrolet","Dan Tobin Chevrolet - Darwin","2539 Billingsley Rd","Columbus","OH","43235","USA","6148896300","","17","855270","6285","","","02/27/15 12:54:31","02/27/15 12:58:03","Access Agreement Received","02/27/15","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","03/13/20 09:03:44","124851","*","*","*","*","*","*","*","*","*","*","","","Auto","02/20/15 03:40:10","02/20/15 03:40:10","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Jaguar Land Rover Southampton","Jaguar Land Rover Southampton - Darwin","345 Hampton Road","Southampton","NY","11968","USA","6312874141","","8","859414","2433","","","03/04/15 09:21:13","03/04/15 09:48:57","Access Agreement Received","03/19/15","05/27/20 03:45:22","A","","","","*","*","*","*","*","*","","","","","","","","05/27/20 04:45:23","831482","*","*","*","*","*","*","*","*","*","*","","","Auto","02/27/15 16:40:31","02/27/15 16:40:31","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Herb Chambers Audi / Porsche Of Burlington","Herb Chambers Audi / Porsche Of Burlington - Darwin","62 Cambridge St","Burlington","MA","01803","USA","8444431847","","8","861320","1698","","","12/06/06 11:52:29","12/06/06 11:55:34","Access Agreement Received","11/28/07","05/16/20 03:49:26","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","12/01/06 03:34:27","12/01/06 03:34:27","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Lexus Of Greenwood Village","Lexus Of Greenwood Village - Darwin","5150 S. Quebec Street","Greenwood Village","CO","80111","USA","3037989500","","15","864876","2976","","","05/30/18 09:48:43","05/30/18 12:08:34","Access Agreement Received","05/30/18","05/30/20 03:50:16","A","","","","*","*","*","*","*","*","","","","","","","","05/05/20 04:48:19","641553","*","*","*","*","*","*","*","*","*","*","","","Auto","04/21/17 16:18:21","04/21/17 16:18:21","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Valley Subaru Of Longmont","Valley Subaru Of Longmont - Darwin","1800 Industrial Circle","Longmont","CO","80501","USA","7204658112","","54","866377","6641","","","01/03/07 15:57:35","01/03/07 16:01:35","Access Agreement Received","01/03/07","04/21/20 03:49:53","A","","","","*","*","*","*","*","*","","","","","","","","04/21/20 04:47:42","632355","*","*","*","*","*","*","*","*","*","*","","","Auto","12/20/06 03:34:45","12/20/06 03:34:45","*","*","*","*","I","I","*","I","*","C","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Herrnstein Hyundai","Herrnstein Hyundai - Darwin","2827 River Rd","Chillicothe","OH","45601","USA","7407796555","","22","873394","7175","","","01/26/07 14:42:02","01/26/07 14:46:11","Access Agreement Received","01/26/07","07/10/20 03:43:44","A","","","","*","*","*","*","*","*","","","","","","","","07/10/20 04:42:54","451909","*","*","*","*","*","*","*","*","*","*","","","Auto","01/18/07 03:36:05","01/18/07 03:36:05","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Holman Go","Holman Go - Darwin","3466 Us Hwy 1","West Windsor","NJ","08540","USA","6095249010","","16","874793","4308","","","11/26/18 09:30:17","11/26/18 23:22:12","Access Agreement Received","01/24/19","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/12/20 04:48:14","822993","*","*","*","*","*","*","*","*","*","*","","","Auto","11/14/18 15:30:32","11/14/18 15:30:32","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi Wesley Chapel","Audi Wesley Chapel","2500 Lajuana Blvd","Wesley Chapel","FL","33543","USA","8136073100","8136073100","9","875020","2812","","","10/31/17 10:33:26","10/31/17 10:41:03","Access Agreement Received","10/31/17","09/24/19 08:34:23","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","N","","Auto","05/12/17 14:59:16","05/12/17 14:59:16","*","*","*","*","I","","*","","*","","*","*","*","*","*","","*","*","*","","*","*","",""
"Burlington Kia","Burlington Kia - Darwin","4428 Route 130","Burlington","NJ","08016","USA","8449390651","","9","877152","6657","","","01/31/07 15:26:23","02/20/07 18:54:27","Access Agreement Received","02/20/07","04/28/20 03:52:10","A","","","","*","*","*","*","*","*","","","","","","","","04/28/20 04:50:12","636646","*","*","*","*","*","*","*","*","*","*","","","Auto","01/31/07 03:36:57","01/31/07 03:36:57","*","*","*","*","","C","*","A","*","A","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Hoffman Nissan","Hoffman Nissan - Darwin","46 Albany Turnpike","West Simsbury","CT","06092","USA","8606583500","","58","877787","6832","","","02/05/07 14:53:52","02/05/07 15:01:53","Access Agreement Received","02/05/07","06/17/20 03:52:14","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","N","","Auto","02/02/07 03:36:04","02/02/07 03:36:04","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Herb Chambers Land Rover / Jaguar Sudbury","Herb Chambers Land Rover / Jaguar Sudbury - Darwin","83 Boston Post Rd. Rte 20","Sudbury","MA","01776","USA","8334080989","","10","886684","1718","","","06/29/07 15:26:39","06/29/07 15:55:14","Access Agreement Received","11/29/07","05/16/20 03:49:26","A","","","","*","*","*","*","*","*","","","","","","","","09/10/19 14:18:58","495294","*","*","*","*","*","*","*","*","*","*","","","Auto","03/06/07 03:35:24","03/06/07 03:35:24","*","*","*","*","","","*","C","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Douglass Volkswagen Mazda","Douglass Volkswagen Mazda - Darwin","3100 Briarcrest Dr","Bryan","TX","77802","USA","9797767600","","6","886892","6622","","","12/23/19 15:50:55","01/10/20 13:10:47","Access Agreement Received","01/10/20","04/21/20 03:49:53","A","","","","*","*","*","*","*","*","","","","","","","","04/22/20 15:10:04","632353","*","*","*","*","*","*","*","*","*","*","","","Auto","12/12/19 16:52:32","12/12/19 16:52:32","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Carite Of Windsor Locks","Carite Of Windsor Locks - Darwin","501 North Street #584","Windsor Locks","CT","06096","USA","8554248686","","40","887539","6557","","","12/13/19 04:48:50","12/16/19 14:24:03","Access Agreement Received","12/16/19","04/19/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","04/19/20 04:47:59","631678","*","*","*","*","*","*","*","*","*","*","","","Auto","12/13/19 09:05:16","12/13/19 09:05:16","*","*","*","*","","","*","A","*","I","*","*","*","*","*","","*","*","*","Y","*","*","","Yes"
"Hertz Car Sales Bonita Springs","Hertz Car Sales Bonita Springs - Darwin","28480 South Tamiami Trail","Bonita Springs","FL","34134","USA","2394948389","","97","894301","101","","","02/17/16 02:24:14","02/18/16 10:28:04","Access Agreement Received","02/18/16","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","12/19/14 03:42:03","12/19/14 03:42:03","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Baxter Volkswagen Omaha","Baxter Volkswagen Omaha - Darwin","1722 Burt St","Omaha","NE","68118","USA","4023978200","","22","895677","2876","","","12/30/14 15:52:06","01/02/15 13:11:04","Access Agreement Received","01/02/15","06/17/20 03:52:14","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","N","","Auto","12/24/14 04:10:07","12/24/14 04:10:07","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Jaguar Land Rover Glen Cove","Jaguar Land Rover Glen Cove - Darwin","70 Cedar Swamp Rd","Glen Cove","NY","11542","USA","5166748500","","12","896023","2416","","","03/10/15 08:53:49","03/18/15 18:00:22","Access Agreement Received","03/19/15","05/27/20 03:45:22","A","","","","*","*","*","*","*","*","","","","","","","","06/01/20 16:14:16","904355","*","*","*","*","*","*","*","*","*","*","","","Auto","12/25/14 04:18:10","12/25/14 04:18:10","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Herb Chambers Mercedes-Benz Of Natick","Herb Chambers Mercedes-Benz Of Natick - Darwin","1186 Commonwealth Avenue","Natick","MA","01760","USA","8559223582","","10","896282","1720","","","06/29/07 15:25:56","06/29/07 15:55:14","Access Agreement Received","01/30/08","05/24/20 03:50:06","A","","","","*","*","*","*","*","*","","","","","","","","05/26/20 16:41:14","826453","*","*","*","*","*","*","*","*","*","*","","","Auto","04/11/07 03:41:33","04/11/07 03:41:33","*","*","*","*","","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Bentley Rollsroyce Lamborghini Maserati Alfa Romeo","Bentley Rollsroyce Lamborghini Maserati Alfa Romeo - Darwin","533 Boston Road Route 20","Wayland","MA","01778","USA","8333890976","","8","896283","1699","","","06/29/07 03:27:50","06/29/07 15:55:14","Access Agreement Received","12/09/14","05/21/20 03:50:23","A","","","","*","*","*","*","*","*","","","","","","","","05/14/20 04:52:38","824828","*","*","*","*","*","*","*","*","*","*","","","Auto","04/11/07 03:41:33","04/11/07 03:41:33","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Herb Chambers Bmw Of Sudbury","Herb Chambers Bmw Of Sudbury - Darwin","128 Boston Post Road","Sudbury","MA","01776","USA","8779304257","","16","896284","1700","","","06/29/07 15:33:45","06/29/07 15:55:14","Access Agreement Received","01/30/08","05/16/20 03:49:26","A","","","","*","*","*","*","*","*","","","","","","","","","","*","*","*","*","*","*","*","*","*","*","","","Auto","04/11/07 03:41:33","04/11/07 03:41:33","*","*","*","*","","","*","C","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Audi El Paso","Audi El Paso - Darwin","1444 Airway Blvd","El Paso","TX","79925","USA","9154013260","","20","896529","3021","","","01/18/18 00:25:41","01/19/18 10:46:26","Access Agreement Received","01/19/18","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","08/15/19 04:37:47","771746","*","*","*","*","*","*","*","*","*","*","","","Auto","01/17/18 16:09:58","01/17/18 16:09:58","*","*","*","*","A","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Classic Mazda West","Classic Mazda West - Darwin","13930 Brookpark Road","Brook Park","OH","44135","USA","2162590900","","16","899353","6237","","","01/10/20 14:30:09","01/10/20 15:53:04","Access Agreement Received","01/10/20","03/18/20 03:49:40","A","","","","*","*","*","*","*","*","","","","","","","","01/26/20 04:44:40","460316","*","*","*","*","*","*","*","*","*","*","","","Auto","01/09/20 15:22:41","01/09/20 15:22:41","*","*","*","*","","","*","","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
"Rock Hill Nissan","Rock Hill Nissan - Darwin","550 Galleria Blvd","Rock Hill","SC","29730","USA","8033668171","","84","905885","3085","","","02/07/18 00:23:43","02/07/18 08:08:34","Access Agreement Received","02/07/18","07/01/20 03:49:52","A","","","","*","*","*","*","*","*","","","","","","","","07/01/20 04:48:58","448223","*","*","*","*","*","*","*","*","*","*","","","Auto","02/06/18 14:29:08","02/06/18 14:29:08","*","*","*","*","I","","*","A","*","","*","*","*","*","*","","*","*","*","Y","*","*","",""
